Date,SLV_Open,SLV_High,SLV_Low,SLV_Close,SLV_DR,SLV_Adj Close,SLV_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Adj Close,SPY_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Adj Close,DJI_Volume,AG_Open,AG_High,AG_Low,AG_Close,AG_Adj Close,AG_Volume,EU_Open,EU_High,EU_Low,OF_Price,OF_Open,OF_High,OF_Low,OF_Vol.,OS_Price,OS_Open,OS_High,OS_Low,GF_Price,GF_Open,GF_High,GF_Low,GF_Vol.,USB_Price,USB_Open,USB_High,USB_Low,PLT_Open,PLT_High,PLT_Low,PLT_Close,PLT_Adj Close,PLT_Volume,PLD_Price,PLD_Open,PLD_High,PLD_Low,RHO_Open,RHO_High,RHO_Low,RHO_Close,RHO_Adj Close,USDI_Price,USDI_Open,USDI_High,USDI_Low,OIL_Open,OIL_High,OIL_Low,OIL_Close,OIL_Adj Close,OIL_Volume
11/7/2013,20.809999,20.940001,20.76,20.83,-0.17,20.83,5058700,177.5,177.639999,174.759995,174.929993,153.065079,157000000,15751.30957,15797.67969,15586.33008,15593.98047,15593.98047,103860000,10.7,10.79,10.47,10.47,10.47,619900,1.352338,1.356999,1.351607,96.38,96.62,97.03,96.03,255.40K,93.69,94.51,94.94,93.11,,,,,,2.348,2.314,2.353,2.289,,,,,,,834.05,823.2,839.85,821.1,109.940002,109.949997,109.940002,111.580002,111.580002,80.43,80.36,80.58,80.3,21.4,21.4,21.299999,21.299999,21.299999,300
11/8/2013,20.67,20.709999,20.49,20.690001,-0.139999,20.690001,7047800,174.869995,177.309998,174.850006,177.289993,155.130127,136713000,15591.54004,15764.29004,15579.34961,15761.78027,15761.78027,101200000,10.39,10.66,10.27,10.63,10.63,876400,1.353491,1.355001,1.350001,94.61,96.32,96.65,94.36,282.14K,94.93,93.79,95.45,93.7,,,,,,2.316,2.304,2.318,2.304,,,,,,,823.1,817.25,825.9,809.05,109.949997,109.949997,109.949997,112.220001,112.220001,80.45,80.32,80.53,80.28,21.42,21.42,21.42,21.42,21.42,0
11/11/2013,20.610001,20.620001,20.51,20.6,-0.090001,20.6,3481500,177.119995,177.529999,176.910004,177.320007,155.156418,62614000,15759.28027,15791.4502,15737.21973,15783.09961,15783.09961,58860000,10.51,10.77,10.38,10.73,10.73,667100,1.353381,1.354601,1.34822,94.62,94.52,95.11,94.06,219.11K,94.37,95,95.4,93.88,,,,,,2.304,2.304,2.304,2.304,,,,,,,815.95,802.95,819.55,801.55,113.440002,113.440002,111.5,113.5,113.5,80.56,80.46,80.62,80.4,21.559999,21.559999,21.559999,21.559999,21.559999,200
11/12/2013,20.4,20.42,19.83,20,-0.6,20,11482400,176.940002,177.360001,176.369995,176.960007,154.841385,83990000,15773.15039,15793.37988,15708.29004,15750.66992,15750.66992,79260000,11.01,11.01,10.35,10.46,10.46,1080800,1.349764,1.351801,1.346602,93.37,94.47,94.9,93.07,226.45K,94.34,94.39,94.95,93.93,,,,,,2.304,2.268,2.309,2.261,,,,,,,802.65,788.5,805,788.45,112.209999,112.209999,112.209999,112.209999,112.209999,80.33,80.59,80.63,80.29,21.559999,21.559999,21.559999,21.559999,21.559999,0
11/13/2013,19.940001,20,19.700001,19.780001,-0.219999,19.780001,9050200,176.089996,178.429993,176.089996,178.380005,156.083878,103844000,15739.5,15822.98047,15672,15821.62988,15821.62988,92450000,10.53,10.7,10.35,10.52,10.52,745400,1.3474,1.3535,1.346312,94.8,93.74,95.4,93.65,282.72K,95.01,94.51,95.44,94.17,,,,,,2.267,2.226,2.297,2.221,,,,,,,793.35,791.55,798.58,788.5,111.239998,111.239998,111.239998,112.209999,112.209999,80.52,80.36,80.65,80.31,21.4,21.4,21.4,21.4,21.4,0
11/14/2013,19.93,20.110001,19.91,20.049999,0.269998,20.049999,6518700,178.539993,179.419998,178.25,179.270004,156.862686,103435000,15806.21973,15884.99023,15798.74023,15876.21973,15876.21973,123860000,10.62,10.8,10.42,10.75,10.75,1054400,1.351497,1.353001,1.34797,94.2,94.91,95.31,93.8,260.60K,93.05,95.05,95.27,92.91,,,,,,2.226,2.2,2.258,2.195,,,,,,,791.58,788.5,793.08,788.5,111.605003,111.605003,111.605003,111.605003,111.605003,80.29,80.54,80.59,80.11,21.280001,21.280001,21.26,21.26,21.26,29000
11/15/2013,19.969999,20.030001,19.950001,20,-0.049999,20,3932000,179.559998,180.119995,179.330002,180.050003,157.545181,102818000,15876.16016,15962.98047,15875.90039,15961.7002,15961.7002,126460000,10.76,10.83,10.5,10.56,10.56,1040300,1.3488,1.3566,1.347546,94.6,94.36,94.92,93.9,241.69K,93.48,93.14,94.61,93,,,,,,2.203,2.142,2.216,2.126,,,,,,,786.7,769.25,788.9,765.45,111,111,111,111.540001,111.540001,80.22,80.34,80.38,80.03,21.26,21.26,21.26,21.26,21.26,0
11/18/2013,19.879999,19.92,19.559999,19.67,-0.33,19.67,6569200,180.350006,180.5,179.020004,179.419998,156.993912,104796000,15962.71973,16030.28027,15942.16992,15976.01953,15976.01953,94860000,10.5,10.5,10.01,10.03,10.03,1378200,1.349601,1.355579,1.34805,95.14,94.45,95.38,94.11,206.72K,93.96,93.59,94.52,92.59,,,,,,2.135,2.144,2.161,2.121,,,,,,,768.5,764,769.9,760,111.110001,111.110001,111.110001,111.779999,111.779999,80.14,80.27,80.32,79.86,21.459999,21.459999,21.459999,21.459999,21.459999,100
11/19/2013,19.629999,19.74,19.57,19.610001,-0.059999,19.610001,4345200,179.330002,179.869995,178.720001,179.029999,156.652634,93891000,15974.05957,16025.84961,15943.78027,15967.03027,15967.03027,84570000,10.06,10.3,10.04,10.23,10.23,857900,1.352503,1.358801,1.35187,93.04,95,95.22,92.86,353.69K,93.66,93.99,94.65,93.68,,,,,,2.146,2.144,2.146,2.144,,,,,,,761.2,771.75,772.25,755.9,112,112,112,112.029999,112.029999,79.9,80.21,80.28,79.78,21.5,21.5,21.5,21.5,21.5,100
11/20/2013,19.540001,19.620001,19.07,19.139999,-0.470002,19.139999,15251300,179.389999,179.929993,177.979996,178.470001,156.162643,124909000,15971.2002,16016.84961,15865.37012,15900.82031,15900.82031,84350000,10.13,10.23,9.75,9.85,9.85,1042000,1.352393,1.360541,1.35095,93.88,93.07,94.54,92.93,305.01K,93.03,93.81,94.33,92.75,,,,,,2.144,2.151,2.167,2.142,,,,,,,771.8,766.9,775.7,765,112.010002,112.010002,107.389999,109.139999,109.139999,79.75,79.9,79.92,79.63,21.5,21.5,21.5,21.5,21.5,0
11/21/2013,19.1,19.32,19,19.24,0.100001,19.24,6999200,178.970001,180.050003,178.860001,179.910004,157.422684,92841000,15908.07031,16016.04004,15908.07031,16009.99023,16009.99023,79000000,9.8,9.81,9.45,9.59,9.59,1423100,1.359083,1.364601,1.358105,93.76,93.5,94.43,92.51,315.07K,93.3,93.25,93.71,92.69,,,,,,2.148,2.162,2.167,2.139,,,,,,,758.2,758.35,770.5,747.7,109.154999,109.154999,109.154999,109.154999,109.154999,80.13,79.72,80.19,79.68,21.379999,21.379999,21.379999,21.379999,21.379999,0
11/22/2013,19.23,19.27,19.1,19.129999,-0.110001,19.129999,3976000,179.979996,180.830002,179.770004,180.809998,158.21019,81296000,16008.70996,16068.78027,15976.26953,16064.76953,16064.76953,81000000,9.59,9.83,9.45,9.6,9.6,919600,1.362361,1.363308,1.358105,93.84,93.89,94.55,93.58,204.37K,93.33,93.33,93.93,92.73,,,,,,2.165,2.164,2.177,2.144,,,,,,,759.8,759.55,765.2,755,108.695,108.695,108.695,108.695,108.695,79.94,80.06,80.14,79.9,21.219999,21.219999,21.16,21.16,21.16,200
11/25/2013,19.09,19.379999,19.08,19.27,0.140001,19.27,6150800,181.130005,181.169998,180.369995,180.630005,158.052673,79486000,16072.08984,16109.62988,16055.45996,16072.54004,16072.54004,94040000,9.5,9.83,9.27,9.77,9.77,1047900,1.356963,1.3592,1.354549,93.03,93.78,94.3,92.72,169.44K,95.28,93.78,95.67,93.51,,,,,,2.156,2.195,2.197,2.151,,,,,,,764.45,781.3,782.4,755.1,108.695,108.695,108.695,108.695,108.695,80.06,79.93,80.08,79.84,21.16,21.16,21.16,21.16,21.16,0
11/26/2013,19.18,19.26,19.07,19.129999,-0.140001,19.129999,4938700,180.720001,181.220001,180.410004,180.679993,158.09642,86994000,16070.92969,16120.25,16070.92969,16072.79981,16072.79981,107450000,9.7,9.7,9.27,9.39,9.39,987700,null,null,null,93.34,93,93.46,92.43,131.46K,94.79,95.4,95.68,94.16,,,,,,2.191,2.158,2.193,2.139,,,,,,,776.25,794.6,797.8,775.6,110,110,109.900002,108.449997,108.449997,80.38,79.91,80.57,79.88,21.299999,21.48,21.299999,21.48,21.48,100
11/27/2013,19.190001,19.219999,18.92,18.959999,-0.17,18.959999,6647000,180.869995,181.240005,180.649994,181.119995,158.4814,58800000,16073.37012,16107.99023,16057.33984,16097.33008,16097.33008,65730000,9.49,9.64,9.35,9.48,9.48,877600,1.360063,1.360063,1.35016,93.33,93.33,93.93,92.73,27.44K,94.18,94.2,94.55,93.13,,,,,,2.157,2.155,2.157,2.155,,,,,,,791.55,794.7,806.5,785.5,108,108,108,108,108,80.42,80.41,80.59,80.36,21.42,21.42,21.42,21.42,21.42,100
11/29/2013,19.26,19.35,19.219999,19.24,0.280001,19.24,2745300,181.320007,181.75,180.800003,181,158.376404,55870900,16105.16016,16174.50977,16074.13965,16086.41016,16086.41016,69190000,9.68,10.04,9.62,9.89,9.89,632300,1.351936,1.35445,1.348951,95.44,93.73,95.63,93.47,222.14K,93.5,94.26,94.74,93.48,,,,,,2.153,2.167,2.179,2.144,,,,,,,796.05,804.1,817.2,794,108.449997,108.449997,108.449997,108.449997,108.449997,80.41,80.46,80.54,80.24,21.540001,21.540001,21.48,21.52,21.52,4000
12/2/2013,18.889999,18.940001,18.43,18.459999,-0.780001,18.459999,11111500,181.089996,181.429993,180.25,180.529999,157.965164,99726000,16087.12012,16098,15986.23047,16008.76953,16008.76953,92590000,9.6,9.7,9.07,9.15,9.15,1633300,1.352704,1.358301,1.352082,94.84,95.29,95.57,94.05,257.84K,92.37,93.58,93.68,91.85,,,,,,2.164,2.125,2.172,2.125,,,,,,,802.5,801,806.25,800.2,108.294998,108.294998,108.294998,108.294998,108.294998,80.26,80.29,80.39,80.13,21.6,21.6,21.6,21.6,21.6,300
12/3/2013,18.35,18.5,18.280001,18.42,-0.039999,18.42,6912500,179.940002,180.389999,179.169998,179.75,157.282639,116563000,16004.71973,16004.71973,15859.67969,15914.62012,15914.62012,103910000,9.12,9.16,8.85,8.95,8.95,1075400,1.35562,1.3598,1.3547,94.09,94.15,94.5,93.08,270.86K,92.79,92.35,93.93,92.09,,,,,,2.127,2.211,2.211,2.103,,,,,,,797.95,793,808.25,791.8,106.589996,106.589996,106.589996,108.300003,108.300003,80.48,80.38,80.7,80.25,21.66,21.66,21.66,21.66,21.66,100
12/4/2013,18.57,19.16,18.559999,19,0.58,19,11379500,179.100006,180.479996,178.350006,179.729996,157.265167,123033000,15910.50977,15960.36035,15791.29004,15889.76953,15889.76953,111180000,9,9.49,8.82,9.46,9.46,1682300,1.355748,1.3575,1.34821,93.68,94.21,94.69,93.43,160.18K,93.9,92.77,94.14,92.62,,,,,,2.211,2.218,2.227,2.2,,,,,,,798.55,795.75,803,792.25,108.294998,108.294998,108.294998,108.294998,108.294998,80.47,80.44,80.75,80.28,21.66,21.66,21.66,21.66,21.66,0
12/5/2013,18.629999,19,18.549999,18.690001,-0.309999,18.690001,7908800,179.410004,179.740005,178.770004,178.940002,156.573914,106934000,15886.5,15896.19043,15809.37012,15821.50977,15821.50977,128080000,9.14,9.4,9.11,9.25,9.25,939300,1.352082,1.3569,1.34756,92.3,93.5,93.6,91.77,230.88K,96.9,93.89,96.99,93.7,,,,,,2.215,2.213,2.223,2.187,,,,,,,792.85,806.55,808.05,790.7,108.095001,108.095001,108.095001,108.095001,108.095001,79.65,80.52,80.56,79.61,21.66,21.66,21.66,21.66,21.66,0
12/6/2013,18.83,18.940001,18.68,18.76,0.069999,18.76,7466700,180.669998,181.110001,180.149994,180.940002,158.323944,127728000,15825.54981,16022.34961,15825.54981,16020.2002,16020.2002,98260000,9.35,9.44,9.06,9.09,9.09,763300,1.352247,1.368201,1.351735,92.28,92.19,92.36,92.08,-,97.29,96.96,97.64,96.36,,,,,,2.211,2.202,2.213,2.202,,,,,,,804.9,812.4,817,804.45,108.300003,108.300003,108.300003,108.300003,108.300003,79.65,79.69,79.76,79.48,21.66,21.66,21.66,21.66,21.66,0
12/9/2013,18.99,19.25,18.940001,19.120001,0.360001,19.120001,6407700,181.470001,181.669998,181.160004,181.399994,158.72644,70124000,16019.49023,16058.40039,16015.29004,16025.53027,16025.53027,91810000,9.14,9.48,9.14,9.48,9.48,874300,1.366998,1.3704,1.366046,92.72,92.33,93.9,92.06,143.21K,97.43,97.41,98.07,97.09,,,,,,2.202,2.174,2.228,2.166,,,,,,,812.55,801.8,813.9,800.15,108.794998,108.794998,108.794998,108.794998,108.794998,79.69,79.62,79.82,79.64,21.66,21.66,21.66,21.66,21.66,0
12/10/2013,19.66,19.67,19.51,19.66,0.539999,19.66,8026400,180.979996,181.360001,180.639999,180.75,158.1577,80976000,16024.12012,16029.05957,15969.53027,15973.12988,15973.12988,79420000,9.96,10.35,9.95,10.02,10.02,1539400,1.36812,1.368701,1.365329,93.82,92.71,94.08,92.56,234.80K,97.75,97.47,98.16,97.17,,,,,,2.192,2.185,2.215,2.178,,,,,,,800.35,795.5,803.15,785.95,109.245003,109.245003,109.245003,109.245003,109.245003,79.23,79.73,79.79,79.18,21.66,21.66,21.66,21.66,21.66,0
12/11/2013,19.67,19.690001,19.5,19.549999,-0.110001,19.549999,5904400,180.820007,180.850006,178.5,178.720001,156.381424,130591000,15970.75,15997.21973,15827.7002,15843.53027,15843.53027,107170000,9.97,10.04,9.54,9.6,9.6,1079800,1.367297,1.3785,1.3664,96.04,93.86,96.96,93.67,319.27K,97.19,97.72,98.03,97.16,,,,,,2.176,2.154,2.183,2.145,,,,,,,799.05,817.3,819.95,794.65,106.760002,106.760002,106.599998,108.629997,108.629997,79.26,79.26,79.39,79.14,21.66,21.66,21.66,21.66,21.66,0
12/12/2013,18.84,18.870001,18.709999,18.809999,-0.74,18.809999,9660900,178.639999,178.860001,177.759995,178.130005,155.865143,115565000,15844.82031,15845.11035,15703.79004,15739.42969,15739.42969,105870000,9.25,9.44,9.03,9.39,9.39,1117600,1.378094,1.379348,1.37434,97.2,96.9,97.58,96.3,325.86K,98.65,97.28,98.77,97.27,,,,,,2.145,2.18,2.18,2.129,,,,,,,813.45,814.75,818.3,810.85,109.629997,109.629997,109.629997,109.629997,109.629997,79.19,79.28,79.32,79.08,21.66,21.66,21.66,21.66,21.66,0
12/13/2013,18.889999,19.030001,18.84,18.950001,0.140002,18.950001,5508000,178.5,178.660004,177.770004,178.110001,155.847672,107808000,15745.66016,15792.79981,15717.91992,15755.36035,15755.36035,83180000,9.49,9.79,9.44,9.57,9.57,982200,1.377942,1.3823,1.376879,97.38,97.33,97.99,97.01,216.39K,97.43,98.71,98.81,97.25,,,,,,2.183,2.161,2.189,2.154,,,,,,,814.35,826.45,827,813.5,107.099998,107.099998,107.099998,108.5,108.5,79.19,79.21,79.32,79,21.66,21.66,21.66,21.66,21.66,0
12/16/2013,18.940001,19.540001,18.9,19.219999,0.269998,19.219999,8855400,178.949997,179.809998,178.899994,179.220001,156.818863,96195000,15759.59961,15930.30957,15759.59961,15884.57031,15884.57031,101470000,9.53,9.83,9.46,9.64,9.64,1011000,1.380167,1.383,1.377591,97.65,97.38,98.07,97.08,223.94K,97.52,97.62,98.26,97.39,,,,,,2.159,2.154,2.161,2.154,,,,,,,826.45,814.25,829.25,813.85,108.900002,108.900002,108,109.370003,109.370003,79.25,79.23,79.38,79.15,21.42,21.42,21.42,21.42,21.42,100
12/17/2013,19.08,19.379999,19.059999,19.139999,-0.08,19.139999,7266900,179.380005,179.410004,178.25,178.649994,156.320175,89886000,15884.05957,15917.95996,15836.4502,15875.25977,15875.25977,101490000,9.55,9.71,9.43,9.51,9.51,582300,1.380605,1.381807,1.37771,97.34,97.66,97.97,97.1,210.09K,96.46,97.68,97.72,96.36,,,,,,2.159,2.217,2.224,2.144,,,,,,,812.85,808.6,815.7,800.35,109,109,108.410004,108.290001,108.290001,79.61,79.32,79.67,79.29,21.42,21.42,21.42,21.42,21.42,0
12/18/2013,19.24,19.52,18.93,19.09,-0.049999,19.09,12289200,178.919998,181.729996,177.320007,181.699997,158.988907,234906000,15876.57031,16173.04004,15808.91992,16167.96973,16167.96973,129620000,9.56,9.8,9.36,9.37,9.37,1476100,1.379101,1.381401,1.375501,98.51,97.25,98.74,97.24,264.84K,97.35,96.59,97.73,96.25,,,,,,2.213,2.213,2.239,2.208,,,,,,,804.95,798.1,809.3,796.25,108.400002,108.690002,107.660004,108.739998,108.739998,79.78,79.61,79.91,79.45,21.540001,21.540001,21.52,21.52,21.52,100
12/19/2013,18.530001,18.58,18.42,18.49,-0.6,18.49,11953300,181.179993,181.699997,180.710007,181.490005,158.805176,136531200,16162.50977,16194.71973,16121.54004,16179.08008,16179.08008,94980000,9.12,9.29,9.11,9.2,9.2,936800,1.374363,1.377631,1.3734,97.44,98.65,98.75,97.2,274.19K,97.19,97.47,98.08,97.18,,,,,,2.206,2.22,2.232,2.196,,,,,,,796.5,794.2,798.45,790.6,109.080002,109.080002,109.080002,107.330002,107.330002,80.19,79.79,80.27,79.68,21.52,21.52,21.52,21.52,21.52,0
12/20/2013,18.549999,18.799999,18.48,18.620001,0.130001,18.620001,11204000,180.690002,181.990005,180.570007,181.559998,159.728897,197087000,16178.57031,16287.83984,16178.57031,16221.13965,16221.13965,285190000,9.23,9.49,9.23,9.29,9.29,2091800,1.372458,1.374004,1.358862,97.5,97.55,98.18,97.31,205.75K,97.58,97.62,98.34,97.34,,,,,,2.208,2.245,2.248,2.208,,,,,,,795.35,792.6,798,790.5,107.599998,107.599998,107.5,106.029999,106.029999,80.72,80.23,80.78,80.25,21.52,21.52,21.52,21.52,21.52,0
12/23/2013,18.709999,18.799999,18.65,18.719999,0.099998,18.719999,6126800,182.449997,182.639999,182.070007,182.529999,160.58226,85598000,16225.25,16318.11035,16225.25,16294.61035,16294.61035,78930000,9.27,9.44,9.18,9.21,9.21,848000,1.357976,1.358013,1.34814,96.6,97.58,97.62,96.26,233.16K,98.77,97.69,99.17,97.5,,,,,,2.243,2.243,2.247,2.241,,,,,,,790.65,801.95,804.95,789.7,107,107.050003,105,105.139999,105.139999,80.55,80.69,80.93,80.53,21.52,21.52,21.52,21.52,21.52,0
12/24/2013,18.709999,18.84,18.690001,18.76,0.040001,18.76,2795700,182.539993,183.009995,182.529999,182.929993,160.934174,45368800,16295.7002,16360.59961,16295.7002,16357.54981,16357.54981,33640000,9.17,9.37,9.16,9.35,9.35,649800,1.349364,1.352009,1.344502,97.48,96.55,97.69,96.21,187.59K,99.15,98.76,99.46,98.6,,,,,,2.25,2.255,2.255,2.231,,,,,,,802.8,776.6,803.15,776.6,104.580002,104.580002,104.580002,104.809998,104.809998,80.71,80.56,80.81,80.5,21.52,21.52,21.52,21.52,21.52,0
12/26/2013,19.26,19.27,19.01,19.02,0.26,19.02,6502400,183.339996,183.960007,183.320007,183.860001,161.752396,63365000,16370.96973,16483,16370.96973,16479.88086,16479.88086,50160000,9.59,9.8,9.5,9.59,9.59,719500,1.351607,1.352393,1.344972,97.22,97.3,97.9,97,120.13K,98.72,99.26,99.37,98.7,,,,,,2.255,2.257,2.269,2.243,,,,,,,775.4,771.9,775.35,771.2,105.120003,105.5,104.5,103.760002,103.760002,80.48,80.69,80.72,80.38,21.52,21.52,21.52,21.52,21.52,0
12/27/2013,19.32,19.34,19.25,19.27,0.25,19.27,7362000,184.100006,184.179993,183.660004,183.850006,161.743561,61814000,16486.36914,16529.00977,16461.23047,16478.41016,16478.41016,47230000,9.6,9.69,9.36,9.66,9.66,911700,1.347291,1.3547,1.346874,97.8,97.3,98.01,97.02,84.63K,99.24,98.7,99.38,98.61,,,,,,2.252,2.283,2.297,2.248,,,,,,,771.2,787.85,792.1,770.6,105.5,105.5,102.349998,103.75,103.75,80.84,80.52,81.46,80.44,21.52,21.52,21.52,21.52,21.52,0
12/30/2013,18.940001,19.02,18.75,18.85,-0.42,18.85,8198100,183.869995,184.020004,183.580002,183.820007,161.717178,56857000,16484.50977,16504.34961,16476.86914,16504.28906,16504.28906,54220000,9.53,9.69,9.44,9.44,9.44,802900,1.351771,1.353099,1.33058,98.77,97.69,99.17,97.5,23.58K,99.64,99.25,99.75,99.09,,,,,,2.282,2.234,2.29,2.226,,,,,,,788.9,795.6,797.5,789.1,105.489998,107,105.190002,103.910004,103.910004,81.3,80.89,81.48,80.78,21.26,21.26,21.26,21.26,21.26,0
12/31/2013,18.290001,19.08,18.26,18.709999,-0.140001,18.709999,22884700,184.070007,184.690002,183.929993,184.690002,162.482605,86119900,16512.38086,16588.25,16511.48047,16576.66016,16576.66016,78760000,9.36,9.91,9.32,9.8,9.8,1269700,1.340896,1.343629,1.332131,99.32,98.7,99.4,98.54,151.28K,100.16,99.69,100.81,99.43,,,,,,2.252,2.245,2.256,2.238,,,,,,,796.25,800.65,810,795.35,104.260002,104.260002,104.260002,104.260002,104.260002,81.09,81.29,81.34,81.06,21.200001,21.200001,21.139999,21.139999,21.139999,600
1/2/2014,19.35,19.469999,19.219999,19.23,0.520001,19.23,12013800,183.979996,184.070007,182.479996,182.919998,160.9254,119636900,16572.16992,16573.07031,16416.49023,16441.34961,16441.34961,80960000,10.14,10.59,10,10.45,10.45,1835900,1.334543,1.34127,1.334543,98.91,99.2,99.31,98.64,107.27K,99.17,100.2,100.47,99.17,,,,,,2.247,2.245,2.247,2.243,,,,,,,796.65,805.35,805.35,789.45,103.614998,103.614998,103.614998,103.614998,103.614998,81.19,81.09,81.46,81.02,20.98,20.98,20.92,20.92,20.92,27300
1/3/2014,19.370001,19.48,19.32,19.42,0.19,19.42,5904600,183.229996,183.600006,182.630005,182.889999,160.898972,81390600,16456.89063,16518.74023,16439.30078,16469.99023,16469.99023,72770000,10.5,10.55,10.04,10.1,10.1,1028900,1.340878,1.345497,1.336389,99.22,98.62,99.3,98.53,51.88K,98.69,99.41,99.54,98.31,,,,,,2.235,2.231,2.261,2.224,,,,,,,803.45,789,805,789,103.300003,103.300003,103.300003,103.300003,103.300003,80.93,81.13,81.28,80.73,20.92,20.92,20.799999,20.799999,20.799999,100
1/6/2014,19.42,19.59,19.25,19.42,0,19.42,11875800,183.490005,183.559998,182.080002,182.360001,160.432693,108028200,16474.03906,16532.99023,16405.51953,16425.09961,16425.09961,89380000,10.15,10.43,10.1,10.19,10.19,1054200,1.343833,1.345406,1.33926,99.55,99.2,99.7,99.05,65.67K,95.41,98.54,99.01,95.38,,,,,,2.228,2.236,2.25,2.181,,,,,,,790.35,799,799.7,788.35,103.305,103.305,103.305,103.305,103.305,81.02,80.81,81.21,80.74,20.799999,20.799999,20.799999,20.799999,20.799999,0
1/7/2014,18.99,19.15,18.9,19.129999,-0.290001,19.129999,7573900,183.089996,183.789993,182.949997,183.479996,161.41806,86144200,16429.01953,16562.32031,16429.01953,16530.93945,16530.93945,81270000,10.1,10.55,9.83,10.53,10.53,2423200,1.348436,1.349509,1.342201,100.32,99.63,100.75,99.37,127.20K,94.17,95.62,95.89,94.01,,,,,,2.223,2.298,2.306,2.212,,,,,,,804.05,802.5,812,799.3,102.599998,102.610001,102.599998,102.550003,102.550003,80.85,81.03,81.15,80.78,20.559999,20.74,20.559999,20.6,20.6,500
1/8/2014,18.709999,18.870001,18.610001,18.83,-0.299999,18.83,10310300,183.449997,183.830002,182.889999,183.520004,161.453278,96582300,16527.66016,16528.88086,16416.68945,16462.74023,16462.74023,103260000,10.3,10.61,10.25,10.5,10.5,1370800,1.344773,1.35033,1.34347,99.29,100.15,100.42,99.13,118.36K,93.65,94.27,94.68,93.28,,,,,,2.326,2.34,2.361,2.306,,,,,,,804.45,810,810,797.1,102.5,102.599998,102.400002,101.449997,101.449997,80.83,80.82,80.92,80.56,20.6,20.6,20.6,20.6,20.6,0
1/9/2014,18.77,18.99,18.68,18.84,0.01,18.84,4530000,184.110001,184.130005,182.800003,183.639999,161.558838,90683400,16471.41016,16525.34961,16378.61035,16444.75977,16444.75977,83990000,10.4,10.48,10.05,10.05,10.05,1238600,1.348327,1.354206,1.347564,98.42,99.25,99.39,98.15,113.91K,93.94,93.63,94.25,93.38,,,,,,2.343,2.326,2.352,2.32,,,,,,,808.05,803,815,803,100.309998,100.309998,100.309998,101.459999,101.459999,80.7,80.74,80.84,80.49,20.6,20.6,20.6,20.6,20.6,0
1/10/2014,19.309999,19.49,19.25,19.379999,0.539999,19.379999,8445000,183.949997,184.220001,183.009995,184.139999,161.998672,102026400,16453.61914,16487.65039,16379.01953,16437.05078,16437.05078,85190000,10.32,10.63,10.3,10.57,10.57,1456400,1.350257,1.354169,1.349036,98.7,98.61,98.76,98.54,-,92.52,94.01,94.23,92.31,,,,,,2.324,2.326,2.326,2.322,,,,,,,807.15,806.45,808,806.45,100.529999,100.529999,100.529999,101.550003,101.550003,81.11,80.58,81.13,80.53,20.700001,20.74,20.700001,20.74,20.74,800
1/13/2014,19.299999,19.700001,19.290001,19.68,0.300001,19.68,7256600,183.669998,184.179993,181.339996,181.690002,159.843307,149892000,16434.0293,16453.13086,16240.59961,16257.94043,16257.94043,111680000,10.55,10.88,10.41,10.81,10.81,1593200,1.3563,1.356502,1.345929,95.44,98.5,98.97,95.34,251.25K,92.32,92.62,92.97,91.28,,,,,,2.326,2.389,2.393,2.322,,,,,,,802.85,798.2,805,796.7,102.080002,102.080002,102.080002,101.150002,101.150002,81.07,81.06,81.29,80.95,20.74,20.74,20.74,20.74,20.74,0
1/14/2014,19.57,19.84,19.389999,19.42,-0.26,19.42,10997000,182.289993,183.770004,181.949997,183.669998,161.585236,105016100,16261.99023,16373.91992,16260.83008,16373.86035,16373.86035,98610000,10.67,11.01,10.29,10.31,10.31,1941200,1.343364,1.347489,1.339999,93.96,95.47,95.74,93.86,215.52K,92.85,92.35,93.43,92.04,,,,,,2.393,2.4,2.423,2.389,,,,,,,798.5,794.2,801.5,794.05,100.510002,100.510002,100.510002,99.82,99.82,80.71,81.02,81.09,80.64,20.74,20.74,20.74,20.74,20.74,0
1/15/2014,19.25,19.459999,19.24,19.4,-0.02,19.4,5188500,184.100006,184.940002,183.710007,184.660004,162.456177,98525800,16378.03027,16505.2793,16376.78027,16481.93945,16481.93945,101130000,10.27,10.64,10.18,10.6,10.6,1243300,1.347219,1.35383,1.346348,93.43,94.18,94.59,93.2,189.38K,91.53,92.84,92.89,91.45,,,,,,2.41,2.39,2.416,2.369,,,,,,,798.05,788.35,803.85,788.35,100,100,99.959999,99.699997,99.699997,80.92,80.69,81.02,80.68,20.780001,20.780001,20.780001,20.780001,20.780001,500
1/16/2014,19.4,19.440001,19.290001,19.35,-0.05,19.35,6129800,184.279999,184.660004,183.830002,184.419998,162.245026,72290600,16477.69922,16477.69922,16375.55957,16417.00977,16417.00977,87370000,10.67,10.77,10.52,10.6,10.6,896800,1.355234,1.355546,1.349073,93.67,93.6,94.22,93.35,177.18K,92.62,91.59,92.95,91.58,,,,,,2.398,2.389,2.416,2.378,,,,,,,790.65,793.95,794.15,787.4,100.019997,100.019997,100.019997,99.279999,99.279999,80.61,80.8,80.9,80.6,20.92,21.040001,20.92,21.040001,21.040001,600
